CODE_UAI,CODE_NATURE,NOM_ETABLISSEMENT,ANNEE_SCOLAIRE,MULTI_RYTHME,LUNDI_MATIN_DEBUT,LUNDI_MATIN_FIN,LUNDI_APRES_MIDI_DEBUT,LUNDI_APRES_MIDI_FIN,MARDI_MATIN_DEBUT,MARDI_MATIN_FIN,MARDI_APRES_MIDI_DEBUT,MARDI_APRES_MIDI_FIN,MERCREDI_MATIN_DEBUT,MERCREDI_MATIN_FIN,JEUDI_MATIN_DEBUT,JEUDI_MATIN_FIN,JEUDI_APRES_MIDI_DEBUT,JEUDI_APRES_MIDI_FIN,VENDREDI_MATIN_DEBUT,VENDREDI_MATIN_FIN,VENDREDI_APRES_MIDI_DEBUT,VENDREDI_APRES_MIDI_FIN,SAMEDI_MATIN_DEBUT,SAMEDI_MATIN_FIN,code_commune,COMMUNE,ACADEMIE,DEPARTEMENT,libelle_region,code_region,CODE_DEPARTEMENT,latitude,longitude,position
0250899S,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE,2025-2026,N,08:30,11:45,13:45,16:30,08:30,11:45,13:45,16:30,,,08:30,11:45,13:45,16:30,08:30,11:45,13:45,16:30,,,25555,Taillecourt,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.49638449,6.845500114,"47.49638448601724, 6.845500113870495"
0250901U,MATERNELLE,ECOLE PRIMAIRE INTERCOM. PLATEAU DE TARCENAY,2020-2021,O,08:25,11:55,13:25,15:50,08:25,11:55,13:25,15:50,,,08:25,11:55,13:25,15:50,08:25,11:55,13:25,15:50,,,25558,Tarcenay-Foucherans,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.15513217145478,6.1103205308171855,"47.15513217145478, 6.1103205308171855"
0250905Y,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE,2020-2021,N,08:30,12:00,14:00,16:30,08:30,12:00,14:00,16:30,,,08:30,12:00,14:00,16:30,08:30,12:00,14:00,16:30,,,25561,Thoraise,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.17375481919489,5.904349700562078,"47.17375481919489, 5.904349700562078"
0250906Z,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:30,11:45,13:45,16:30,08:30,11:45,13:45,16:30,,,08:30,11:45,13:45,16:30,08:30,11:45,13:45,16:30,,,25564,Torpes,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.16993148559432,5.888579926543191,"47.16993148559432, 5.888579926543191"
0250906Z,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:30,11:45,13:45,16:30,08:30,11:45,13:45,16:30,,,08:30,11:45,13:45,16:30,08:30,11:45,13:45,16:30,,,25564,Torpes,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.16993148559432,5.888579926543191,"47.16993148559432, 5.888579926543191"
0250906Z,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE,2025-2026,N,08:30,11:45,13:45,16:30,08:30,11:45,13:45,16:30,,,08:30,11:45,13:45,16:30,08:30,11:45,13:45,16:30,,,25564,Torpes,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.16993149,5.888579927,"47.16993148559432, 5.888579926543191"
0250920P,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE PEZOLE,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25580,Valentigney,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.46219515,6.825269586,"47.4621951540267, 6.825269585645005"
0250925V,MATERNELLE,ECOLE MATERNELLE PUBLIQUE PEZOLE,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25580,Valentigney,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.46176819,6.824659649,"47.461768194816685, 6.824659649068443"
0250929Z,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25583,Valonne,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.34390549380311,6.6582798383899275,"47.34390549380311, 6.6582798383899275"
0250929Z,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25583,Valonne,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.34390549,6.658279838,"47.34390549380311, 6.6582798383899275"
0250955C,MATERNELLE,ECOLE PRIMAIRE,2020-2021,N,08:30,11:45,13:15,16:00,08:30,11:45,13:15,16:00,,,08:30,11:45,13:15,16:00,08:30,11:45,13:15,16:00,,,25609,Verrières-de-Joux,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,46.89660520382642,6.449860662825629,"46.89660520382642, 6.449860662825629"
0250955C,MATERNELLE,ECOLE PRIMAIRE,2025-2026,N,08:30,11:45,13:15,16:00,08:30,11:45,13:15,16:00,,,08:30,11:45,13:15,16:00,08:30,11:45,13:15,16:00,,,25609,Verrières-de-Joux,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,46.8966052,6.449860663,"46.89660520382642, 6.449860662825629"
0250957E,MATERNELLE,ECOLE PRIMAIRE INTERCOMMUNALE,2020-2021,O,08:35,11:35,13:35,16:35,08:35,11:35,13:35,16:35,,,08:35,11:35,13:35,16:35,08:35,11:35,13:35,16:35,,,25612,Vieilley,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.3388638033029,6.070610382498826,"47.3388638033029, 6.070610382498826"
0250962K,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE INTERCOMMUNALE,2020-2021,N,08:15,11:25,13:25,16:15,08:15,11:25,13:25,16:15,,,08:15,11:25,13:25,16:15,08:15,11:25,13:25,16:15,,,25615,Villars-lès-Blamont,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.373860197848636,6.871341812866758,"47.373860197848636, 6.871341812866758"
0250962K,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE INTERCOMMUNALE,2020-2021,N,08:15,11:25,13:25,16:15,08:15,11:25,13:25,16:15,,,08:15,11:25,13:25,16:15,08:15,11:25,13:25,16:15,,,25615,Villars-lès-Blamont,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.373860197848636,6.871341812866758,"47.373860197848636, 6.871341812866758"
0250964M,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE INTERCOMMUNALE,2020-2021,O,08:20,11:40,13:20,16:00,08:20,11:40,13:20,16:00,,,08:20,11:40,13:20,16:00,08:20,11:40,13:20,16:00,,,25617,Villars-sous-Dampjoux,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.34835933864931,6.757489389694225,"47.34835933864931, 6.757489389694225"
0250964M,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE INTERCOMMUNALE,2025-2026,O,08:20,11:40,13:20,16:00,08:20,11:40,13:20,16:00,,,08:20,11:40,13:20,16:00,08:20,11:40,13:20,16:00,,,25617,Villars-sous-Dampjoux,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.34835934,6.75748939,"47.34835933864931, 6.757489389694225"
0250970U,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25621,Villeneuve-d'Amont,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,46.938904366104616,6.032270460649544,"46.938904366104616, 6.032270460649544"
0250970U,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25621,Villeneuve-d'Amont,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,46.93890437,6.032270461,"46.938904366104616, 6.032270460649544"
0250974Y,MATERNELLE,ECOLE MATERNELLE PUBLIQUE,2020-2021,N,08:45,11:45,13:45,16:45,08:45,11:45,13:45,16:45,,,08:45,11:45,13:45,16:45,08:45,11:45,13:45,16:45,,,25627,Villers-sous-Chalamont,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,46.90406523626566,6.04258982457289,"46.90406523626566, 6.04258982457289"
0250984J,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25634,Vuillecin,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,46.937377871626325,6.325690301653473,"46.937377871626325, 6.325690301653473"
0250984J,ELEMENTAIRE,ECOLE  PRIMAIRE PUBLIQUE,2025-2026,N,08:25,11:25,13:25,16:25,08:25,11:25,13:25,16:25,,,08:25,11:25,13:25,16:25,08:25,11:25,13:25,16:25,,,25634,Vuillecin,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,46.93737787,6.325690302,"46.937377871626325, 6.325690301653473"
0250989P,MATERNELLE,ECOLE MATERNELLE PUBLIQUE FONTAINE ARGENT,2020-2021,N,08:30,12:00,13:45,16:15,08:30,12:00,13:45,16:15,,,08:30,12:00,13:45,16:15,08:30,12:00,13:45,16:15,,,25056,Besançon,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.245606820437054,6.032410341884338,"47.245606820437054, 6.032410341884338"
0251096F,MATERNELLE,ECOLE MATERNELLE PUBLIQUE CHAMPAGNE,2025-2026,N,08:20,11:50,13:50,16:20,08:20,11:50,13:50,16:20,,,08:20,11:50,13:50,16:20,08:20,11:50,13:50,16:20,,,25056,Besançon,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.2236631,5.977699374,"47.2236631014182, 5.97769937359477"
0251099J,MATERNELLE,ECOLE MATERNELLE PUBLIQUE,2020-2021,N,08:45,11:45,13:30,16:30,08:45,11:45,13:30,16:30,,,08:45,11:45,13:30,16:30,08:45,11:45,13:30,16:30,,,25532,Saône,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.22182808505602,6.11471034315211,"47.22182808505602, 6.11471034315211"
0251100K,MATERNELLE,ECOLE MATERNELLE PUBLIQUE,2020-2021,N,08:30,11:45,13:30,16:15,08:30,11:45,13:30,16:15,,,08:30,11:45,13:30,16:15,08:30,11:45,13:30,16:15,,,25453,Pierrefontaine-les-Varans,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.21468834272183,6.532860614936121,"47.21468834272183, 6.532860614936121"
0251199T,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE BOURGOGNE,2020-2021,N,08:15,11:45,14:00,16:30,08:15,11:45,14:00,16:30,,,08:15,11:45,14:00,16:30,08:15,11:45,14:00,16:30,,,25056,Besançon,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.22058593441463,5.974319603525741,"47.22058593441463, 5.974319603525741"
0250387K,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:30,11:45,13:30,16:15,08:30,11:45,13:30,16:15,,,08:30,11:45,13:30,16:15,08:30,11:45,13:30,16:15,,,25160,Les Combes,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.061856229166764,6.538679935946377,"47.061856229166764, 6.538679935946377"
0250408H,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE,2025-2026,N,08:30,12:00,14:00,16:30,08:30,12:00,14:00,16:30,,,08:30,12:00,14:00,16:30,08:30,12:00,14:00,16:30,,,25186,Cussey-sur-l'Ognon,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.33763725,5.937090497,"47.3376372458226, 5.937090497394293"
0250409J,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25187,Dambelin,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.37397023585855,6.675910352169686,"47.37397023585855, 6.675910352169686"
0250409J,MATERNELLE,ECOLE MATERNELLE PUBLIQUE,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25187,Dambelin,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.37397024,6.675910352,"47.37397023585855, 6.675910352169686"
0250414P,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE INTERCOMMUNALE,2025-2026,N,08:30,12:00,13:30,16:00,08:30,12:00,13:30,16:00,,,08:30,12:00,13:30,16:00,08:30,12:00,13:30,16:00,,,25191,Dampierre-sur-le-Doubs,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.47479716,6.73725935,"47.474797160795305, 6.737259350058597"
0250419V,MATERNELLE,ECOLE PRIMAIRE,2020-2021,N,08:15,11:30,13:45,16:30,08:15,11:30,13:45,16:30,,,08:15,11:30,13:45,16:30,08:15,11:30,13:45,16:30,,,25195,Dannemarie-sur-Crète,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.204668227479075,5.869970337780704,"47.204668227479075, 5.869970337780704"
0250419V,MATERNELLE,ECOLE PRIMAIRE,2025-2026,N,08:15,11:30,13:45,16:30,08:15,11:30,13:45,16:30,,,08:15,11:30,13:45,16:30,08:15,11:30,13:45,16:30,,,25195,Dannemarie-sur-Crète,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.2056848,5.869445575,"47.205684797864585, 5.869445575492516"
0250428E,ELEMENTAIRE,ECOLE PRIMAIRE,2020-2021,N,08:30,11:45,13:45,16:30,08:30,11:45,13:45,16:30,,,08:30,11:45,13:45,16:30,08:30,11:45,13:45,16:30,,,25200,Devecey,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.327506139617824,6.012639499996495,"47.327506139617824, 6.012639499996495"
0250442V,MATERNELLE,ECOLE PRIMAIRE,2020-2021,N,08:30,11:45,13:30,16:15,08:30,11:45,13:30,16:15,,,08:30,11:45,13:30,16:15,08:30,11:45,13:30,16:15,,,25214,Ecot,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.42580930776599,6.730920026830064,"47.42580930776599, 6.730920026830064"
0250446Z,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:35,11:35,13:35,16:35,08:35,11:35,13:35,16:35,,,08:35,11:35,13:35,16:35,08:35,11:35,13:35,16:35,,,25219,Epenoy,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.12942587469942,6.369529690577585,"47.12942587469942, 6.369529690577585"
0250450D,MATERNELLE,ECOLE MATERNELLE PUBLIQUE,2020-2021,N,08:10,11:40,13:10,15:40,08:10,11:40,13:10,15:40,,,08:10,11:40,13:10,15:40,08:10,11:40,13:10,15:40,,,25223,Eternoz,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.00743393597416,6.029440104391178,"47.00743393597416, 6.029440104391178"
0250451E,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25224,Etouvans,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.46495603,6.719407509,"47.464956025214775, 6.719407509146889"
0250490X,ELEMENTAIRE,ECOLE PRIMAIRE,2020-2021,N,08:25,11:55,13:30,16:00,08:25,11:55,13:30,16:00,,,08:25,11:55,13:30,16:00,08:25,11:55,13:30,16:00,,,25253,Fourg,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.09783681249198,5.810049378967155,"47.09783681249198, 5.810049378967155"
0250504M,MATERNELLE,ECOLE MATERNELLE PUBLIQUE,2020-2021,N,08:15,11:30,13:30,16:15,08:15,11:30,13:30,16:15,,,08:15,11:30,13:30,16:15,08:15,11:30,13:30,16:15,,,25259,Frasne,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,46.85702861937056,6.15971039332358,"46.85702861937056, 6.15971039332358"
0250507R,MATERNELLE,ECOLE MATERNELLE PUBLIQUE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25262,Fuans,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.12161346223539,6.595740447801592,"47.12161346223539, 6.595740447801592"
0250507R,MATERNELLE,ECOLE MATERNELLE PUBLIQUE,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25262,Fuans,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.12161346,6.595740448,"47.12161346223539, 6.595740447801592"
0250512W,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:30,12:00,13:40,16:00,08:30,12:00,13:40,16:00,09:00,12:00,08:30,12:00,,,08:30,12:00,13:40,16:00,,,25267,Gennes,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.24670496536655,6.123869733785547,"47.24670496536655, 6.123869733785547"
0250515Z,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25271,Gilley,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.04869747917662,6.481140320814478,"47.04869747917662, 6.481140320814478"
0250524J,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25281,Goux-lès-Dambelin,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.39746414,6.669150199,"47.39746414209694, 6.669150199021601"
0250555T,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE,2025-2026,N,08:35,12:05,13:45,16:15,08:35,12:05,13:45,16:15,,,08:35,12:05,13:45,16:15,08:35,12:05,13:45,16:15,,,25301,Guyans-Vennes,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.15554593,6.571908563,"47.15554592663083, 6.571908562538183"
0250561Z,MATERNELLE,ECOLE MATERNELLE PUBLIQUE TERRE BLANCHE,2020-2021,N,08:45,11:45,13:30,16:30,08:45,11:45,13:30,16:30,,,08:45,11:45,13:30,16:30,08:45,11:45,13:30,16:30,,,25304,Hérimoncourt,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.447485297684565,6.8779294276264435,"47.447485297684565, 6.8779294276264435"
0250566E,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE DE L'HOPITAL DU GROSBOIS,2020-2021,N,08:30,12:00,13:40,16:10,08:30,12:00,13:40,16:10,,,08:30,12:00,13:40,16:10,08:30,12:00,13:40,16:10,,,25305,L'Hôpital-du-Grosbois,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.171839723868054,6.21628058644173,"47.171839723868054, 6.21628058644173"
0250569H,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:20,11:40,13:30,16:00,08:20,11:40,13:30,16:00,,,08:20,11:40,13:30,16:00,08:20,11:40,13:30,16:00,,,25309,Houtaud,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,46.91429831429605,6.31452995260059,"46.91429831429605, 6.31452995260059"
0250569H,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:20,11:40,13:30,16:00,08:20,11:40,13:30,16:00,,,08:20,11:40,13:30,16:00,08:20,11:40,13:30,16:00,,,25309,Houtaud,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,46.91429831429605,6.31452995260059,"46.91429831429605, 6.31452995260059"
0250569H,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE,2025-2026,N,08:20,11:40,13:30,16:10,08:20,11:40,13:30,16:10,,,08:20,11:40,13:30,16:10,08:20,11:40,13:30,16:10,,,25309,Houtaud,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,46.91429831,6.314529953,"46.91429831429605, 6.31452995260059"
0250571K,MATERNELLE,ECOLE ELEMENTAIRE PUBLIQUE,2020-2021,N,08:30,12:00,13:30,16:00,08:30,12:00,13:30,16:00,,,08:30,12:00,13:30,16:00,08:30,12:00,13:30,16:00,,,25311,Hyémondans,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.38832161349085,6.650929796634008,"47.38832161349085, 6.650929796634008"
0250576R,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE BOURLIER HENRI,2025-2026,N,08:20,11:20,13:20,16:20,08:20,11:20,13:20,16:20,,,08:20,11:20,13:20,16:20,08:20,11:20,13:20,16:20,,,25315,L'Isle-sur-le-Doubs,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.44700725,6.585850414,"47.44700724707612, 6.5858504142949705"
0250580V,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE LA JOUGNENA,2020-2021,N,08:25,11:40,13:40,16:25,08:25,11:40,13:40,16:25,,,08:25,11:40,13:40,16:25,08:25,11:40,13:40,16:25,,,25318,Jougne,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,46.74478229256882,6.379440122922555,"46.74478229256882, 6.379440122922555"
0250580V,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE LA JOUGNENA,2020-2021,N,08:25,11:40,13:40,16:25,08:25,11:40,13:40,16:25,,,08:25,11:40,13:40,16:25,08:25,11:40,13:40,16:25,,,25318,Jougne,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,46.74478229256882,6.379440122922555,"46.74478229256882, 6.379440122922555"
0250580V,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE LA JOUGNENA,2025-2026,N,08:25,11:40,13:40,16:25,08:25,11:40,13:40,16:25,,,08:25,11:40,13:40,16:25,08:25,11:40,13:40,16:25,,,25318,Jougne,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,46.74437875,6.378085604,"46.744378754446664, 6.378085603834067"
0250594K,MATERNELLE,ECOLE MATERNELLE PUBLIQUE CENTRE,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25321,Villers-le-Lac,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.06058779,6.667739518,"47.06058779473042, 6.667739517833972"
0250599R,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE INTERCOMMUNALE,2025-2026,N,08:15,11:30,13:30,16:15,08:15,11:30,13:30,16:15,,,08:15,11:30,13:30,16:15,08:15,11:30,13:30,16:15,,,25325,Landresse,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.25829768,6.473040384,"47.258297683178355, 6.473040384024392"
0250607Z,ELEMENTAIRE,ECOLE PRIMAIRE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25333,Laviron,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.256256792614955,6.555039563601958,"47.256256792614955, 6.555039563601958"
0250621P,MATERNELLE,ECOLE PRIMAIRE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25345,Longevelle-sur-Doubs,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.4550448152415,6.65193936478427,"47.4550448152415, 6.65193936478427"
0250621P,ELEMENTAIRE,ECOLE PRIMAIRE,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25345,Longevelle-sur-Doubs,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.45504482,6.651939365,"47.4550448152415, 6.65193936478427"
0250625U,MATERNELLE,ECOLE PRIMAIRE,2020-2021,O,08:35,12:05,14:05,16:35,08:35,12:05,14:05,16:35,,,08:35,12:05,14:05,16:35,08:35,12:05,14:05,16:35,,,25349,Loray,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.15335043051463,6.496520028165232,"47.15335043051463, 6.496520028165232"
0250625U,ELEMENTAIRE,ECOLE PRIMAIRE,2020-2021,O,08:35,12:05,14:05,16:35,08:35,12:05,14:05,16:35,,,08:35,12:05,14:05,16:35,08:35,12:05,14:05,16:35,,,25349,Loray,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.15335043051463,6.496520028165232,"47.15335043051463, 6.496520028165232"
0250636F,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE JEAN POURCHET,2020-2021,N,08:30,11:30,13:15,16:15,08:30,11:30,13:15,16:15,,,08:30,11:30,13:15,16:15,08:30,11:30,13:15,16:15,,,25357,Maisons-du-Bois-Lièvremont,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,46.97184945466734,6.422109791263723,"46.97184945466734, 6.422109791263723"
0250640K,MATERNELLE,ECOLE PRIMAIRE INTERCOMMUNALE,2020-2021,O,08:40,12:00,13:50,16:30,08:40,12:00,13:50,16:30,,,08:40,12:00,13:50,16:30,08:40,12:00,13:50,16:30,,,25361,Malbuisson,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,46.799087693429954,6.3045596331711025,"46.799087693429954, 6.3045596331711025"
0250647T,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE LES ESTELLES,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25367,Mandeure,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.44551547167473,6.829940312956398,"47.44551547167473, 6.829940312956398"
0250647T,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE LES ESTELLES,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25367,Mandeure,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.44551547,6.829940313,"47.44551547167473, 6.829940312956398"
0250650W,ELEMENTAIRE,ECOLE PRIMAIRE,2020-2021,N,08:30,11:45,13:30,16:15,08:30,11:45,13:30,16:15,,,08:30,11:45,13:30,16:15,08:30,11:45,13:30,16:15,,,25368,Marchaux-Chaudefontaine,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.32286861396077,6.134529374700884,"47.32286861396077, 6.134529374700884"
0250650W,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE,2025-2026,N,08:30,11:45,13:30,16:15,08:30,11:45,13:30,16:15,,,08:30,11:45,13:30,16:15,08:30,11:45,13:30,16:15,,,25368,Marchaux-Chaudefontaine,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.32286861,6.134529375,"47.32286861396077, 6.134529374700884"
0250657D,MATERNELLE,ECOLE PRIMAIRE INTERCOMMUNALE,2020-2021,O,08:47,11:47,13:25,16:25,08:47,11:47,13:25,16:25,,,08:47,11:47,13:25,16:25,08:47,11:47,13:25,16:25,,,25374,Mercey-le-Grand,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.21723307347768,5.737519474218697,"47.21723307347768, 5.737519474218697"
