CODE_UAI,CODE_NATURE,NOM_ETABLISSEMENT,ANNEE_SCOLAIRE,MULTI_RYTHME,LUNDI_MATIN_DEBUT,LUNDI_MATIN_FIN,LUNDI_APRES_MIDI_DEBUT,LUNDI_APRES_MIDI_FIN,MARDI_MATIN_DEBUT,MARDI_MATIN_FIN,MARDI_APRES_MIDI_DEBUT,MARDI_APRES_MIDI_FIN,MERCREDI_MATIN_DEBUT,MERCREDI_MATIN_FIN,JEUDI_MATIN_DEBUT,JEUDI_MATIN_FIN,JEUDI_APRES_MIDI_DEBUT,JEUDI_APRES_MIDI_FIN,VENDREDI_MATIN_DEBUT,VENDREDI_MATIN_FIN,VENDREDI_APRES_MIDI_DEBUT,VENDREDI_APRES_MIDI_FIN,SAMEDI_MATIN_DEBUT,SAMEDI_MATIN_FIN,code_commune,COMMUNE,ACADEMIE,DEPARTEMENT,libelle_region,code_region,CODE_DEPARTEMENT,latitude,longitude,position
0250659F,ELEMENTAIRE,ECOLE PRIMAIRE DU VALLON,2025-2026,O,08:25,11:25,13:25,16:25,08:25,11:25,13:25,16:25,,,08:25,11:25,13:25,16:25,08:25,11:25,13:25,16:25,,,25377,Mésandans,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.43115028,6.368764459,"47.43115027861993, 6.368764458818431"
0250663K,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE MONIQUE MARMIER,2025-2026,N,08:30,11:45,13:30,16:15,08:30,11:45,13:30,16:15,,,08:30,11:45,13:30,16:15,08:30,11:45,13:30,16:15,,,25381,Miserey-Salines,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.28773219,5.97387049,"47.28773218905387, 5.973870490042764"
0250688M,MATERNELLE,ECOLE MATERNELLE PUBLIQUE POILUS,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25388,Montbéliard,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.50936644,6.804129749,"47.50936644011459, 6.804129749014377"
0250690P,MATERNELLE,ECOLE MATERNELLE PUBLIQUE COMBE AUX BICHES,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25388,Montbéliard,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.518434651946706,6.812250236594317,"47.518434651946706, 6.812250236594317"
0250707H,ELEMENTAIRE,ECOLE PRIMAIRE GARE,2025-2026,N,08:30,12:00,14:00,16:30,08:30,12:00,14:00,16:30,,,08:30,12:00,14:00,16:30,08:30,12:00,14:00,16:30,,,25397,Montferrand-le-Château,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.18399842,5.908529884,"47.18399842261494, 5.908529884442805"
0250737R,ELEMENTAIRE,ECOLE PRIMAIRE DES PREMIERS SAPINS,2025-2026,N,08:30,11:45,13:30,16:15,08:30,11:45,13:30,16:15,,,08:30,11:45,13:30,16:15,08:30,11:45,13:30,16:15,,,25424,Les Premiers Sapins,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.09860788,6.335749727,"47.098607880840625, 6.335749726659482"
0250742W,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE,2020-2021,N,08:30,11:45,13:30,16:15,08:30,11:45,13:30,16:15,,,08:30,11:45,13:30,16:15,08:30,11:45,13:30,16:15,,,25428,Nommay,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.537728407220065,6.844040081953897,"47.537728407220065, 6.844040081953897"
0250760R,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE INTERCOMMUNALE,2020-2021,N,08:25,11:55,13:40,16:10,08:25,11:55,13:40,16:10,,,08:25,11:55,13:40,16:10,08:25,11:55,13:40,16:10,,,25442,Oye-et-Pallet,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,46.85427180703354,6.332369711278021,"46.85427180703354, 6.332369711278021"
0250761S,ELEMENTAIRE,ECOLE PRIMAIRE INTERCOMMUNALE DU VAL,2025-2026,N,08:30,12:00,13:45,16:15,08:30,12:00,13:45,16:15,,,08:30,12:00,13:45,16:15,08:30,12:00,13:45,16:15,,,25143,Chay,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.03049543,5.871472499,"47.030495425491615, 5.871472498534907"
0250762T,MATERNELLE,ECOLE MATERNELLE PUBLIQUE,2020-2021,N,08:40,11:50,13:45,16:35,08:40,11:50,13:45,16:35,,,08:40,11:50,13:45,16:35,08:40,11:50,13:45,16:35,,,25446,Passavant,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.2757026940418,6.381529410831147,"47.2757026940418, 6.381529410831147"
0250772D,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE,2020-2021,N,08:55,11:55,13:50,16:50,08:55,11:55,13:50,16:50,,,08:55,11:55,13:50,16:50,08:55,11:55,13:50,16:50,,,25456,Plaimbois-du-Miroir,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.19182880389937,6.6446705601884135,"47.19182880389937, 6.6446705601884135"
0250772D,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE,2025-2026,N,08:55,11:55,13:50,16:50,08:55,11:55,13:50,16:50,,,08:55,11:55,13:50,16:50,08:55,11:55,13:50,16:50,,,25456,Plaimbois-du-Miroir,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.1918288,6.64467056,"47.19182880389937, 6.6446705601884135"
0250779L,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE CLERC CYRIL,2025-2026,N,08:15,11:30,13:45,16:30,08:15,11:30,13:45,16:30,,,08:15,11:30,13:45,16:30,08:15,11:30,13:45,16:30,,,25462,Pontarlier,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,46.90231067,6.353880256,"46.90231067305, 6.353880256189237"
0250783R,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE JOLIOT CURIE,2025-2026,N,08:15,11:30,13:45,16:30,08:15,11:30,13:45,16:30,,,08:15,11:30,13:45,16:30,08:15,11:30,13:45,16:30,,,25462,Pontarlier,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,46.91569508,6.343089691,"46.91569508427039, 6.343089691173607"
0250795D,MATERNELLE,ECOLE MATERNELLE PUBLIQUE VAUTHIER,2020-2021,N,08:15,11:30,13:45,16:30,08:15,11:30,13:45,16:30,,,08:15,11:30,13:45,16:30,08:15,11:30,13:45,16:30,,,25462,Pontarlier,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,46.908389465167566,6.34724050407911,"46.908389465167566, 6.34724050407911"
0250796E,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE LES HALLES,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25463,Pont-de-Roide-Vermondans,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.38372696,6.771520316,"47.38372695712423, 6.771520315677996"
0250797F,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE CHATEAU HERR,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25463,Pont-de-Roide-Vermondans,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.38426040681062,6.773049369611817,"47.38426040681062, 6.773049369611817"
0250806R,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:45,12:00,13:30,16:15,08:45,12:00,13:30,16:15,,,08:45,12:00,13:30,16:15,08:45,12:00,13:30,16:15,,,25468,Pouligney-Lusans,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.328219875581496,6.205829539659373,"47.328219875581496, 6.205829539659373"
0250806R,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE,2025-2026,N,08:45,12:00,13:30,16:15,08:45,12:00,13:30,16:15,,,08:45,12:00,13:30,16:15,08:45,12:00,13:30,16:15,,,25468,Pouligney-Lusans,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.32821988,6.20582954,"47.328219875581496, 6.205829539659373"
0250849M,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE INTERCOMMUNALE,2025-2026,N,08:35,11:45,13:45,16:35,08:35,11:45,13:45,16:35,,,08:35,11:45,13:45,16:35,08:35,11:45,13:45,16:35,,,25293,Granges-Narboz,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,46.8792725,6.305989396,"46.8792725005479, 6.30598939602421"
0250984J,MATERNELLE,ECOLE  PRIMAIRE PUBLIQUE,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,25634,Vuillecin,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,46.93737787,6.325690302,"46.937377871626325, 6.325690301653473"
0251101L,MATERNELLE,ECOLE MATERNELLE PUBLIQUE,2025-2026,N,08:25,11:25,13:25,16:25,08:25,11:25,13:25,16:25,,,08:25,11:25,13:25,16:25,08:25,11:25,13:25,16:25,,,25190,Dampierre-les-Bois,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.50857312,6.911670618,"47.50857311839063, 6.911670618104999"
0251198S,MATERNELLE,ECOLE MATERNELLE PUBLIQUE,2020-2021,N,08:30,11:45,13:30,16:15,08:30,11:45,13:30,16:15,,,08:30,11:45,13:30,16:15,08:30,11:45,13:30,16:15,,,25428,Nommay,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.537378145019076,6.844139979577283,"47.537378145019076, 6.844139979577283"
0251201V,MATERNELLE,ECOLE MATERNELLE PUBLIQUE PICARDIE,2020-2021,N,08:30,12:00,13:45,16:15,08:30,12:00,13:45,16:15,,,08:30,12:00,13:45,16:15,08:30,12:00,13:45,16:15,,,25056,Besançon,Besançon,Doubs,Bourgogne-Franche-Comté,27,025,47.22365591077956,5.973559758195508,"47.22365591077956, 5.973559758195508"
0700115V,MATERNELLE,POLE EDUCATIF,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70024,Apremont,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.39364958,5.547131463,"47.393649584221656, 5.547131463325632"
0700135S,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE,2025-2026,N,08:15,11:15,13:15,16:15,08:15,11:15,13:15,16:15,,,08:15,11:15,13:15,16:15,08:15,11:15,13:15,16:15,,,70044,Auxon,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.68332479,6.166122249,"47.68332478609222, 6.166122248575956"
0700146D,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE,2025-2026,N,08:25,11:25,13:10,16:10,08:25,11:25,13:10,16:10,,,08:25,11:25,13:10,16:10,08:25,11:25,13:10,16:10,,,70055,Baudoncourt,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.77835934,6.341387871,"47.778359339938255, 6.341387871265711"
0700150H,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:40,11:40,13:25,16:25,08:40,11:40,13:25,16:25,,,08:40,11:40,13:25,16:25,08:40,11:40,13:25,16:25,,,70058,Beaujeu-Saint-Vallier-Pierrejux-et-Quitteur,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.505193612073484,5.67559943163336,"47.505193612073484, 5.67559943163336"
0700150H,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:40,11:40,13:25,16:25,08:40,11:40,13:25,16:25,,,08:40,11:40,13:25,16:25,08:40,11:40,13:25,16:25,,,70058,Beaujeu-Saint-Vallier-Pierrejux-et-Quitteur,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.505193612073484,5.67559943163336,"47.505193612073484, 5.67559943163336"
0700150H,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE,2025-2026,N,08:40,11:40,13:25,16:25,08:40,11:40,13:25,16:25,,,08:40,11:40,13:25,16:25,08:40,11:40,13:25,16:25,,,70058,Beaujeu-Saint-Vallier-Pierrejux-et-Quitteur,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.50519361,5.675599432,"47.505193612073484, 5.67559943163336"
0700171F,ELEMENTAIRE,POLE EDUCATIF DES PRES FLEURIS,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70083,Bouligney,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.89635893,6.236540693,"47.89635893449225, 6.236540693447902"
0700174J,ELEMENTAIRE,POLE EDUCATIF DES BOBUCHOTS,2025-2026,N,08:35,11:50,13:45,16:30,08:35,11:50,13:45,16:30,,,08:35,11:50,13:45,16:30,08:35,11:50,13:45,16:30,,,70085,Boult,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.37904066,6.003349652,"47.379040659948195, 6.003349652475533"
0700174J,MATERNELLE,POLE EDUCATIF DES BOBUCHOTS,2025-2026,N,08:35,11:50,13:45,16:30,08:35,11:50,13:45,16:30,,,08:35,11:50,13:45,16:30,08:35,11:50,13:45,16:30,,,70085,Boult,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.37904066,6.003349652,"47.379040659948195, 6.003349652475533"
0700214C,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE AIME CACHOT HAMEAU D'EBOULET,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70120,Champagney,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.69160418887531,6.6458596091288715,"47.69160418887531, 6.6458596091288715"
0700214C,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE AIME CACHOT HAMEAU D'EBOULET,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70120,Champagney,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.69173961,6.645735425,"47.6917396136884, 6.645735424977833"
0700218G,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE LA PIERRE QUI TOURNE,2025-2026,N,08:35,11:35,13:35,16:35,08:35,11:35,13:35,16:35,,,08:35,11:35,13:35,16:35,08:35,11:35,13:35,16:35,,,70121,Champey,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.58443232,6.680287144,"47.58443232436824, 6.68028714431492"
0700235A,MATERNELLE,ECOLE PRIMAIRE,2025-2026,N,08:35,11:35,13:35,16:35,08:35,11:35,13:35,16:35,,,08:35,11:35,13:35,16:35,08:35,11:35,13:35,16:35,,,70136,Charmoille,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.6652202,6.108872639,"47.665220204444815, 6.108872639111812"
0700252U,MATERNELLE,POLE EDUCATIF DES VOSGES SAONOISES,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70157,Clairegoutte,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.66665996,6.613843691,"47.66665995702742, 6.613843690644619"
0700255X,ELEMENTAIRE,POLE EDUCATIF DES ECOLES LIEES,2025-2026,N,08:15,11:15,13:15,16:15,08:15,11:15,13:15,16:15,,,08:15,11:15,13:15,16:15,08:15,11:15,13:15,16:15,,,70160,Coisevaux,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.58267803,6.704814395,"47.58267803145363, 6.704814395458149"
0700259B,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70165,Combeaufontaine,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.708010933046644,5.887840202362142,"47.708010933046644, 5.887840202362142"
0700283C,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:25,11:25,13:25,16:25,08:25,11:25,13:25,16:25,,,08:25,11:25,13:25,16:25,08:25,11:25,13:25,16:25,,,70184,Couthenans,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.58895771219065,6.727389503447221,"47.58895771219065, 6.727389503447221"
0700291L,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE DES PIERRES PERCEES,2025-2026,N,08:35,11:35,13:20,16:20,08:35,11:35,13:20,16:20,,,08:35,11:35,13:20,16:20,08:35,11:35,13:20,16:20,,,70504,Traves,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.61086413,5.97121049,"47.61086413212263, 5.971210490394966"
0700294P,ELEMENTAIRE,POLE EDUCATIF,2020-2021,N,08:35,11:50,13:40,16:25,08:35,11:50,13:40,16:25,,,08:35,11:50,13:40,16:25,08:35,11:50,13:40,16:25,,,70507,Trésilley,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.44823866888975,6.028739833561247,"47.44823866888975, 6.028739833561247"
0700299V,MATERNELLE,ECOLE PRIMAIRE DU LAC,2020-2021,N,08:15,11:30,13:30,16:15,08:15,11:30,13:30,16:15,,,08:15,11:30,13:30,16:15,08:15,11:30,13:30,16:15,,,70513,Vaivre-et-Montoille,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.633129400047935,6.1057297629158045,"47.633129400047935, 6.1057297629158045"
0700299V,ELEMENTAIRE,ECOLE PRIMAIRE DU LAC,2025-2026,N,08:15,11:30,13:30,16:15,08:15,11:30,13:30,16:15,,,08:15,11:30,13:30,16:15,08:15,11:30,13:30,16:15,,,70513,Vaivre-et-Montoille,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.63578761,6.106137746,"47.63578760708099, 6.10613774587982"
0700320T,ELEMENTAIRE,POLE EDUCATIF,2025-2026,N,08:30,11:45,13:40,16:25,08:30,11:45,13:40,16:25,,,08:30,11:45,13:40,16:25,08:30,11:45,13:40,16:25,,,70532,Vellefaux,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.55727062,6.137937501,"47.55727061719647, 6.13793750133343"
0700346W,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:20,11:50,13:40,16:10,08:20,11:50,13:40,16:10,,,08:20,11:50,13:40,16:10,08:20,11:50,13:40,16:10,,,70197,Dampierre-sur-Linotte,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.51112995246908,6.232999469799775,"47.51112995246908, 6.232999469799775"
0700346W,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE,2025-2026,N,08:30,12:00,13:40,16:10,08:30,12:00,13:40,16:10,,,08:30,12:00,13:40,16:10,08:30,12:00,13:40,16:10,,,70197,Dampierre-sur-Linotte,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.51113006,6.232995487,"47.51113006300457, 6.232995487354364"
0700346W,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE,2025-2026,N,08:30,12:00,13:40,16:10,08:30,12:00,13:40,16:10,,,08:30,12:00,13:40,16:10,08:30,12:00,13:40,16:10,,,70197,Dampierre-sur-Linotte,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.51113006,6.232995487,"47.51113006300457, 6.232995487354364"
0700359K,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE,2025-2026,N,08:15,11:45,13:30,16:00,08:15,11:45,13:30,16:00,,,08:15,11:45,13:30,16:00,08:15,11:45,13:30,16:00,,,70206,Echenans-sous-Mont-Vaudois,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.60252695,6.771572708,"47.60252694915986, 6.771572707543674"
0700367U,MATERNELLE,ECOLE PRIMAIRE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70215,Errevet,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.68421681059946,6.777280440541535,"47.68421681059946, 6.777280440541535"
0700378F,MATERNELLE,ECOLE PRIMAIRE,2025-2026,N,08:30,12:00,13:40,16:10,08:30,12:00,13:40,16:10,,,08:30,12:00,13:40,16:10,08:30,12:00,13:40,16:10,,,70226,Fallon,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.50713921,6.48261788,"47.507139209052276, 6.482617879891023"
0700422D,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE DU CENTRE,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70256,Fresse,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.75727410732848,6.657920650875429,"47.75727410732848, 6.657920650875429"
0700422D,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE DU CENTRE,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70256,Fresse,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.75712296,6.657942328,"47.75712296153602, 6.657942327974852"
0700471G,MATERNELLE,ECOLE MATERNELLE PUBLIQUE JULES FERRY,2020-2021,N,08:25,11:25,13:25,16:25,08:25,11:25,13:25,16:25,,,08:25,11:25,13:25,16:25,08:25,11:25,13:25,16:25,,,70285,Héricourt,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.57819511417421,6.761639432877064,"47.57819511417421, 6.761639432877064"
0700471G,MATERNELLE,ECOLE MATERNELLE PUBLIQUE JULES FERRY,2025-2026,N,08:25,11:25,13:25,16:25,08:25,11:25,13:25,16:25,,,08:25,11:25,13:25,16:25,08:25,11:25,13:25,16:25,,,70285,Héricourt,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.57753104,6.760910786,"47.57753104179562, 6.760910785877451"
0700474K,MATERNELLE,ECOLE MATERNELLE PUBLIQUE GABRIELLE PARIS,2025-2026,N,08:30,11:30,13:20,16:20,08:30,11:30,13:20,16:20,,,08:30,11:30,13:20,16:20,08:30,11:30,13:20,16:20,,,70285,Héricourt,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.57106602,6.75526888,"47.57106602140967, 6.755268879821766"
0700492E,ELEMENTAIRE,POLE EDUCATIF,2020-2021,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70299,Lavoncourt,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.62433326548386,5.7812701926118875,"47.62433326548386, 5.7812701926118875"
0700525R,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:25,11:25,13:25,16:25,08:25,11:25,13:25,16:25,,,08:25,11:25,13:25,16:25,08:25,11:25,13:25,16:25,,,70312,Luze,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.596516361559175,6.739860634241471,"47.596516361559175, 6.739860634241471"
0700525R,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE,2025-2026,N,08:25,11:25,13:25,16:25,08:25,11:25,13:25,16:25,,,08:25,11:25,13:25,16:25,08:25,11:25,13:25,16:25,,,70312,Luze,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.59674065,6.739470024,"47.59674064903763, 6.739470024011487"
0700528U,ELEMENTAIRE,ECOLE PRIMAIRE PUBLIQUE,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70315,Magnoncourt,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.89336828,6.283946276,"47.893368280685166, 6.283946276433439"
0700537D,MATERNELLE,POLE EDUCATIF,2025-2026,N,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,08:30,11:30,13:30,16:30,08:30,11:30,13:30,16:30,,,70373,La Roche-Morey,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.7088007,5.743460028,"47.70880070351047, 5.743460027672768"
0700573T,MATERNELLE,ECOLE PRIMAIRE PUBLIQUE,2020-2021,N,08:30,12:00,13:50,16:20,08:30,12:00,13:50,16:20,,,08:30,12:00,13:50,16:20,08:30,12:00,13:50,16:20,,,70410,Pin,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.32267866606665,5.865110154930245,"47.32267866606665, 5.865110154930245"
0700573T,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE ECOLE JEAN DE LA FONTAINE,2025-2026,N,08:30,12:00,13:50,16:20,08:30,12:00,13:50,16:20,,,08:30,12:00,13:50,16:20,08:30,12:00,13:50,16:20,,,70410,Pin,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.32281622,5.865668618,"47.32281621861799, 5.865668618147319"
0700580A,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE,2020-2021,N,08:35,11:35,13:25,16:25,08:35,11:35,13:25,16:25,,,08:35,11:35,13:25,16:25,08:35,11:35,13:25,16:25,,,70415,Polaincourt-et-Clairefontaine,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.88235247633974,6.071989709599593,"47.88235247633974, 6.071989709599593"
0700588J,ELEMENTAIRE,ECOLE ELEMENTAIRE PUBLIQUE,2020-2021,N,08:30,11:45,13:45,16:30,08:30,11:45,13:45,16:30,,,08:30,11:45,13:45,16:30,08:30,11:45,13:45,16:30,,,70325,Maizières,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.49318774847214,6.012969569668467,"47.49318774847214, 6.012969569668467"
0700620U,MATERNELLE,POLE EDUCATIF,2020-2021,N,08:30,11:45,13:45,16:30,08:30,11:45,13:45,16:30,,,08:30,11:45,13:45,16:30,08:30,11:45,13:45,16:30,,,70353,Montagney,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.29095682941827,5.652889803076233,"47.29095682941827, 5.652889803076233"
0700620U,MATERNELLE,POLE EDUCATIF POLE EDUCATIF DES VALLONS FLEURIS,2025-2026,N,08:30,11:45,13:45,16:30,08:30,11:45,13:45,16:30,,,08:30,11:45,13:45,16:30,08:30,11:45,13:45,16:30,,,70353,Montagney,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.2860443,5.65846913,"47.28604430334912, 5.658469129881151"
0700625Z,MATERNELLE,POLE EDUCATIF,2020-2021,N,08:40,12:00,13:55,16:35,08:40,12:00,13:55,16:35,,,08:40,12:00,13:55,16:35,08:40,12:00,13:55,16:35,,,70357,Montbozon,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.467487078380145,6.244770441400045,"47.467487078380145, 6.244770441400045"
0700625Z,ELEMENTAIRE,POLE EDUCATIF,2025-2026,N,08:40,12:00,13:55,16:35,08:40,12:00,13:55,16:35,,,08:40,12:00,13:55,16:35,08:40,12:00,13:55,16:35,,,70357,Montbozon,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.46748708,6.244770441,"47.467487078380145, 6.244770441400045"
0700625Z,MATERNELLE,POLE EDUCATIF,2025-2026,N,08:40,12:00,13:55,16:35,08:40,12:00,13:55,16:35,,,08:40,12:00,13:55,16:35,08:40,12:00,13:55,16:35,,,70357,Montbozon,Besançon,Haute-Saône,Bourgogne-Franche-Comté,27,070,47.46748708,6.244770441,"47.467487078380145, 6.244770441400045"
